,Ticker,Price Score,Market Capitalization Score,Price to Earnings Ratio (TTM) Score,Basic EPS (TTM) Score,Number of Employees Score,Free Cash Flow (Annual YoY Growth) Score,Free Cash Flow Margin (FY) Score,Free Cash Flow (Quarterly YoY Growth) Score,3-Month Performance Score,Basic EPS (FY) Score,EPS Diluted (TTM) Score,EBITDA (TTM) Score,Gross Profit (MRQ) Score,Gross Profit (FY) Score,Total Revenue (FY) Score,EPS Diluted (FY) Score,Last Year Revenue (FY) Score,Net Income (FY) Score,Current Ratio (MRQ) Score,Debt to Equity Ratio (MRQ) Score,Net Debt (MRQ) Score,Quick Ratio (MRQ) Score,Total Assets (MRQ) Score,Total Debt (MRQ) Score,Total Current Assets (MRQ) Score,Dividend Yield Forward Score,Dividends Paid (FY) Score,Dividends per Share (FY) Score,Gross Margin (TTM) Score,Operating Margin (TTM) Score,Pretax Margin (TTM) Score,Net Margin (TTM) Score,6-Month Performance Score,YTD Performance Score,Yearly Performance Score,1-Year Beta Score,Volatility Score,Price to Revenue Ratio (TTM) Score,Enterprise Value/EBITDA (TTM) Score,Enterprise Value (MRQ) Score,Total Shares Outstanding Score
16,LLY,0.7205500485469777,1.0,0.5139093399970237,0.35452252224537983,0.1576060879411934,0.19168805202515396,0.6394283801477783,0.4487277301753373,0.2602206543356048,0.29635592218685425,0.3524697161594107,0.5093486405799367,0.6289771382357583,0.6487843979215507,0.21523740961490942,0.28658274533705275,0.21523740961490942,0.4800127514646142,0.1666052085881424,0.6456457507082989,0.30783552551920845,0.15404487554522886,0.13714747794185453,0.2410613907441457,0.2864030063105153,0.1965001798422576,0.2978161965423112,0.6817042606516291,0.9101810635402879,0.6842000949149314,0.6899184171552974,0.7649232060130132,0.4846798943680005,0.004064567276131664,1.0,0.07539286333673001,0.31359635266015484,0.7488174542250295,0.7170692544154752,1.0,0.3635599058493727
17,PG,0.27010183575315555,1.0,0.20865508237379907,0.3234751243972406,0.4982774504347159,0.13467535138114362,0.5579223547464636,0.3418029546362803,0.39728089344006,0.2900548995952836,0.3150063326055369,0.9944830230551018,1.0,1.0,0.632020498663932,0.2742211491127312,0.632020498663932,1.0,0.01793294514300056,0.5338489671537856,0.5803110784381237,0.002898941145613801,0.35649448430645675,0.5347794284795279,0.3605449815000325,0.47196899602189163,0.0,0.7063057644110277,0.49604742329161067,0.5322412327141574,0.6812007538135567,0.7114034085546597,0.3724772590567542,0.019254697726950015,0.335199065433483,0.15601520051442447,0.052734367636831064,0.284531025955532,0.3092449875509592,1.0,0.9001394816866002
18,HD,0.661254995822702,1.0,0.1445809391761471,0.737992878402178,1.0,0.13169316908851783,0.4055806220281971,0.36357979040192545,0.39580926864272026,0.6809709932873322,0.7384750464261571,1.0,1.0,1.0,1.0,0.6542152105456449,1.0,1.0,0.23537593698135081,1.0,0.9322733914642098,0.0,0.22895484766219512,0.76412679904927,0.5678253196047024,0.42905645004583487,0.0,1.0,0.28713996544156817,0.41109888926021526,0.559735667714705,0.5813772340715568,0.44072845561446294,0.20843569260427083,0.31484715345283554,0.28549524509345875,0.07709334182350189,0.11425386112824065,0.20161381751664345,1.0,0.37610054726958686
19,BABA,0.20279088671619214,1.0,1.0,0.11279964930360617,1.0,0.06290947073217758,0.42983899317355057,,1.0,0.19155353220001872,0.10823316420485006,0.9889244190413927,1.0,1.0,1.0,0.1858107316158372,1.0,0.8017164984073615,0.3365666645927835,0.44378372774919683,0.0,0.41592167597328067,0.7430096135045677,0.3474207581308336,1.0,,1.0,0.0,0.3318519024526767,0.3361815493924879,0.3706198919029159,0.39248421109329956,0.7320170519187523,0.9895414211468692,0.44933128607057743,0.199090652575652,1.0,0.13837806315599663,0.21728544429761773,0.5668821521012827,1.0
20,BAC,0.031408765551967845,1.0,0.053514565167475964,0.22113484122528398,,,,,0.22527786255007456,0.1762044694058046,0.21762795359715303,,,,0.9121815051839308,0.17201528399634308,0.9121815051839308,1.0,0.10676799868945808,0.6830487228886919,1.0,,1.0,1.0,1.0,0.44685464324187546,,0.1724310776942356,,0.6524235884457181,0.7599024599640267,0.8233005905048693,0.4750408752872361,0.453458242904184,0.1997380926497831,0.4466756200711813,0.0,0.14656844413614312,,1.0,1.0
21,MRK,0.19125251202384447,1.0,0.1268292113323811,0.32980457904896676,0.31594629867761936,0.2877422479067231,0.6143412813528575,0.4531640248747124,0.4131403129925366,0.2557375579257979,0.32730635047669365,1.0,1.0,1.0,0.3806743079926313,0.2482555459184072,0.3806743079926313,1.0,0.25443137929781356,0.5200362918044213,0.41567261832624897,0.25225679406519863,0.32329277811842083,0.4657478957289832,0.5657200601402453,0.5090713880207285,0.0,0.5293233082706768,0.8488908801294136,0.755323111162085,0.7825766953903681,0.8576858151870708,0.7442142989569132,0.10980297632495861,0.8818274600199045,0.0,0.0,0.2939021408021296,0.16376239785434435,0.768978931872977,0.9690727273900538
22,KO,0.08862645923182874,1.0,0.2295625373458661,0.18603059364593505,0.3687263689230947,0.21785984263683028,0.7997843927481881,0.39877723117741243,0.31652190028682525,0.13781550964512934,0.18242177483896532,0.6134175440753504,0.7775958655515229,0.719879736918967,0.29886626556218016,0.13534463223860538,0.29886626556218016,0.810880912069894,0.16633835733107857,0.6538009607749502,0.5498991030993977,0.17492286729027187,0.27767711821554286,0.607537798011632,0.40042210452262367,0.5389658160078363,0.0,0.3368421052631579,0.6664958965441482,0.5657923476712707,0.790824937553412,0.816508119881793,0.30302129156791235,0.08671432799747625,0.49744703233036025,0.1231738178713861,0.021451305255565573,0.4222412976970124,0.44674227774427844,0.8834913091878702,1.0
23,ABBV,0.2805789509336826,1.0,0.14928499497306838,0.38751566982242147,0.2295789110032052,0.21994890740191075,1.0,0.402305748146468,0.27898977448844636,0.3095937756004516,0.3852904839975446,1.0,1.0,1.0,0.4392521126599517,0.29952257046187986,0.4392521126599517,0.9449088567258411,0.1140904947467018,1.0,1.0,0.13902135460702095,0.4302101400427298,1.0,0.5096324392413346,0.7842195416753626,0.0,1.0,0.8472906539369377,0.8480003195579524,0.7413857000093611,0.8105895225312532,0.4269587414447848,0.0,0.5588837446079452,0.0,0.045627338143095025,0.2956128626615576,0.12454038717776864,0.9679185914998135,0.6691391928677987
24,PFE,0.05003725698286179,1.0,0.02276208383532924,0.3020103516961862,0.3687263689230947,0.4419401351752059,0.952519265047413,0.3890993810385878,0.09005150627239522,0.20667435614227428,0.2955423119060754,1.0,1.0,1.0,0.6408674345951693,0.1989654391023387,0.6408674345951693,1.0,0.2886339640453778,0.4788538183350549,0.07713112283374868,0.2991111618524449,0.5988881705870819,0.5624136912539954,1.0,0.7191283911317976,0.0,0.3147869674185464,0.7219549410584181,0.8157252351585434,0.8681119239603641,0.9407857995580903,0.16894551003484104,0.0,0.2379756191702896,0.10232982034767152,0.1423936657713558,0.14758444021157274,0.013300499225376156,0.813514186324191,1.0
25,AVGO,1.0,0.9999999999999999,0.18415535706709993,1.0,0.08563326487918162,0.20340911420552474,1.0,0.4638237247215485,0.7830207540723024,1.0,1.0,0.9606422805448783,0.6548051128294147,0.6353648474038681,0.25448694935125965,1.0,0.25448694935125965,0.9470412989802375,0.56219364375326,0.6738503421154981,0.5717788806609736,0.587231679021988,0.21766177155892957,0.6135842427485189,0.3015626288374933,0.5829185746557664,0.0,1.0,0.7161297476709614,0.9558219495959525,0.9344690345226325,1.0,0.5255789290134636,0.3410364656939695,0.5577360848803694,0.4589098999625682,0.19518261898614417,0.5298236971238806,0.21488084708730595,0.7430131595753023,0.1409375132603419
26,ORCL,0.1489376114886987,0.9673055413737456,0.24410031911843957,0.22421881609204242,0.6758104139876784,0.03662111369540112,0.4569738175536395,0.5316705831417216,0.5392313243503086,0.14692060956076247,0.2182145937419871,0.9445839369374068,0.9553712324443744,1.0,0.32870960802232113,0.14158012767919234,0.32870960802232113,0.5696779992948422,0.04000410633088447,0.0,1.0,0.08493366679866818,0.3900708571056046,1.0,0.28501879821263476,0.22175146966478826,0.21360327570518656,0.2566416040100251,0.8437438974858272,0.7236234824251842,0.6940896138960888,0.7359756542952638,0.613780052088438,0.4428860622994909,0.5846652767796048,0.37860386972114507,0.2776672336743672,0.3560296329516917,0.28518487810429205,1.0,1.0
27,PEP,0.3343870661819496,0.9584397471350864,0.2037894549696437,0.3681120075061334,1.0,0.17863867045986445,0.3962667712801194,0.41191064450340503,0.15471553792970444,0.27018996808731766,0.36540299458426245,0.7144964421163458,1.0,1.0,0.6262430718387189,0.26166029833485704,0.6262430718387189,0.6408383871174754,0.11132276716302658,0.7153294079821766,0.6622458103109705,0.10682786287912824,0.28389033951648246,0.6022490918734854,0.38996598251582015,0.4963544194055473,0.0,0.8516290726817043,0.5930923332525635,0.3829740824120428,0.5548572680949648,0.5953586619220601,0.32629338850261475,0.0339234022948878,0.4786537163736878,0.051807848659818356,0.06572444361520383,0.17034621745280648,0.32319075182488055,0.8763175925897391,0.5163135692235311
28,COST,1.0,0.9138631033102165,0.36136539571756987,0.6077007083144269,1.0,0.09222320718182726,0.2518735571341153,0.3543627443120435,0.29231525054266555,0.5823962634039378,0.6077941553547423,0.5105653310311776,0.7899242543790438,0.8597952612340775,1.0,0.5607491971213577,1.0,0.5007290330693608,0.14171310389082672,0.48263202744729594,0.01903527831250998,0.032810538659140326,0.19511308601350966,0.13525015425392903,0.5760533753449555,0.06584666310473677,0.6592356687898089,0.6776942355889725,0.0027806497314238343,0.17768519241572855,0.3815347580323156,0.42496895894535347,0.2511686155243289,0.577378530917226,0.5212245055778714,0.4465731480063377,0.0,0.03292325683133985,0.3992009440595081,0.7420886233072854,0.15104441141485428
29,TMO,1.0,0.9050657225323337,0.29525360175537607,0.7868135079637306,0.6134339673339348,0.15906740840497344,0.5657806254746153,0.34482635405453277,0.49766408472984125,0.8446304772229851,0.784613711062246,0.6215452333245307,0.5005769685971281,0.6047081156177828,0.3027634171758496,0.8076138681169273,0.3027634171758496,0.6492891767923052,0.3275069478784546,0.5177064857332916,0.5473357818787947,0.2540205554899988,0.2716356191113629,0.4462941170103037,0.3155099727895215,0.0,0.9101455868971793,0.20852130325814539,0.45531207143677477,0.5195475613783248,0.6172902000270226,0.6763516492128033,0.30582567968958535,0.30974774385495885,0.4930979685407262,0.36503369322038554,0.27675257729269886,0.34308171641244084,0.3631487776420327,0.7303744063706713,0.13089045163477894
30,MCD,0.5633707408494593,0.8047079035433816,0.31883520230529716,0.4051889223007529,0.9493071416233232,0.2638250963568762,0.8298152793347121,0.3905632810752778,0.27162815756688435,0.4575822169328773,0.40220203731186716,0.6031273968986609,0.38829000315606754,0.3758077317755772,0.17429321157892438,0.4394930339045297,0.17429321157892438,0.6350886909648809,0.30397091646333196,0.0,0.8811644282128434,0.3758704263085073,0.14039490079366723,0.7266249240328394,0.07764723219783826,0.3927678103571124,0.10859872611464971,1.0,0.6212281993252463,0.9665454087351095,0.8563609220876687,0.8547861805884649,0.4437540103980657,0.33701596639491155,0.5742779934719227,0.13496584602392725,0.0,0.606169889948891,0.3635464280812094,0.6904721058847418,0.26394968412765674
31,CSCO,0.06058211213222841,0.8033340027032733,0.12688601939975339,0.20456905104324485,0.3893585782008714,0.13332848106198192,0.7133445454588632,0.4365256256995712,0.4216634104511944,0.1609736017313547,0.20125642001880353,0.7986303415112171,1.0,1.0,0.40196802299515516,0.15747360853903436,0.40196802299515516,0.9720777506337055,0.25241726300319967,0.4574234327495037,0.0,0.29044488742507146,0.279497373501195,0.14772964505359068,0.6109831386260726,0.58722110591425,0.0,0.30075187969924816,0.716531771042272,0.6421404274633271,0.7701632620303345,0.7905463159889394,0.5048586945443551,0.2678695915567572,0.32995674446629764,0.21191108742212544,0.0,0.24533138135953425,0.1556781196633866,0.5631977038628153,1.0
32,DIS,0.1946395104658252,0.7965476088218916,0.6535073320431475,0.1642235843324848,1.0,0.06906487976573328,0.24669444556024822,0.3914965326606419,0.2919024081413962,0.11587605000061132,0.16071997451417647,0.5966203196270444,0.48824857976960706,0.717823100824303,0.6512491250794186,0.11463778647725764,0.6512491250794186,0.2875637869724831,0.11610652425664236,0.49133852579822923,0.8112480109771667,0.15219842711237272,0.6247432889755645,0.8034982780776944,0.4542641153261135,,1.0,0.0,0.23108403052434326,0.2714903373013063,0.42987254978485295,0.4497731357198347,0.40986751631594515,0.951067191229813,0.22051576813680024,0.5390143772361626,0.1905418835813927,0.14126398086965633,0.38998469647374623,0.7287068168798408,0.6919396480165071
33,NKE,0.23704473095942377,0.7939794478392531,0.3381903419733707,0.23587793304467533,0.36920618774350805,0.10991033714358582,0.4096057008345784,0.2782173436300332,1.0,0.20160419307376595,0.23136543407485682,0.3422975342117838,0.6501203250749567,0.6673712466270767,0.3636795128113717,0.19402705173585877,0.3636795128113717,0.5166828603059556,0.5799542330354193,0.5395897442819798,0.10199533867359807,0.4178756593968891,0.11274887600406945,0.1890495947644902,0.4584570904261572,0.14155390584355576,0.5821201091901729,0.2385964912280702,0.45777661688520277,0.35259462078538323,0.5415051366939095,0.5925376929600015,0.5726846192381984,0.46589590642800915,0.3202080791948029,0.5336995419535562,0.0,0.2647932157846381,0.5926112223252781,0.5510691577097936,0.5839562231261145
34,ABT,0.19965226815995665,0.7742817905166239,0.24783097201685653,,,,,,0.5193417655349373,,0.24573617510625567,,0.6592433328073222,0.7667324779505313,0.33845650473857075,0.2009384498777124,0.33845650473857075,0.5867375373300129,0.36004381442792244,0.4878013012213985,0.18627367851956772,,0.21626301621077834,0.24918929701961307,0.4128080477051795,0.3116682861575987,,0.3849624060150376,0.6621177378412704,0.4928953622618394,0.635092291168263,0.6745792501006439,0.3910270433859151,0.22091870730621835,0.36004175265635235,0.1995689906999229,0.0,0.28999593879849167,,,0.6593971802133505
35,DHR,0.5449906293043105,0.7734510149870556,0.24134483542900717,0.47442454259499944,,0.1681375265802416,0.6870894143406058,0.43853255643172484,0.3722344852234387,0.44477638706048733,0.468927497494153,0.5464256811730157,0.5767664115512072,0.5826956824170821,0.24056969864017613,0.4247950803660033,0.24056969864017613,0.6085358359305088,0.369121730470918,0.47857966412266006,0.31764389107547303,0.34291770999929716,0.2523215553085427,0.2996485020745027,0.2555802533679766,0.0,0.8139217470427662,0.2005012531328321,0.7655329789105427,0.6512728541677301,0.754067769682462,0.8076470669230189,0.22943333316813164,0.17836087658535588,0.4287356686639688,0.4564068539067198,0.141632690923822,0.4304400598486594,0.33696560781201956,0.6842742886806286,0.2622050386659348
36,TMUS,0.2835820895522388,0.7366195614384281,1.0,0.1450121897759696,0.3495336161065582,0.9996395250138352,0.393802810638464,0.3282549470265117,0.20766720464761665,0.14434884678244353,0.14125595381471495,1.0,1.0,0.9109219491498655,0.6314660585374511,0.14154105815888793,0.6314660585374511,0.2780072864990773,0.08358915717664298,0.6548574201984526,1.0,0.10843925676896651,0.6555533732960026,1.0,0.3528432406258937,,1.0,0.0,0.4135176527812602,0.4003414273100284,0.3552484614465706,0.41312551562926814,0.43247741026689557,0.4369123812355117,0.9514079306031513,0.18116032657625908,0.1630141349311979,0.13269491268576242,0.13823442081622464,0.8998008137973684,0.46407979924648995
37,ACN,0.5711156772867885,0.7267323987354676,0.2143152322557703,0.5267521360948111,1.0,0.1697109653470194,0.506280371686315,0.4346813221711103,0.1964452710110789,0.4884922785981243,0.5215541690300624,0.5748091975690032,0.6069137604544738,0.6098437287557927,0.48262142377379963,0.4658024488775327,0.48262142377379963,0.582328041644635,0.20068203642385682,0.4424001334394502,0.019460954420065693,0.2642633452026567,0.1360680447019105,0.046394432322345094,0.33960571998996497,0.2599993591061799,0.4416096451319381,0.7779448621553885,0.28929264232544816,0.4119085732503107,0.570555528978735,0.5895649244736295,0.22529983453868216,0.30682772956696414,0.25227207045382827,0.5961607624511391,0.0989989809560752,0.17235818601164424,0.2523179702426769,0.6056202217311908,0.23499545261934407
38,WFC,0.05622417413687989,0.7082365665562491,0.09430492674614968,0.21973897728933223,,,,,0.28044460343386507,0.1747739008872785,0.21577867737900058,,,,0.6534909916777976,0.1700618079811216,0.6534909916777976,1.0,0.031432579274922684,0.5999245200305549,1.0,,1.0,1.0,1.0,0.4726289933248939,,0.22055137844611533,,0.6483369147948442,0.6571003105404244,0.7144500546728063,0.49287918134391195,0.6234895131515874,0.30376290954498575,0.3997233622853777,0.17164094554886203,0.14012010075670583,,1.0,1.0
39,VZ,0.04439225957956059,0.6907763892717119,0.018308396058974427,0.2923431287348012,0.5515373395006047,0.10737135207918211,0.42559488919914124,0.3820623069384765,0.4721044114641023,0.25169446969110315,0.2900954941374836,1.0,1.0,1.0,1.0,0.24501668268517,1.0,1.0,0.06819905225443465,0.6947816776244278,1.0,0.10236360499900712,1.0,1.0,0.6410883489678089,1.0,0.0,0.5182957393483709,0.46307482528416577,0.5467883935426548,0.661636761130103,0.6690711165542229,0.21668208268386305,0.35143903436306656,0.22333266641204935,0.0,0.10095298655993182,0.05387074668951681,0.04348586410635541,1.0,1.0
